CO2
388.297129219526
396.286643312425
394.687033431692
395.137714224984
394.505266365243
394.958992596012
394.744486701704
394.289588659902
395.028730703622
394.623457996502
394.101496886466
394.758567623
394.918029809194
394.697095953576
394.996482528188
396.264289584876
396.435674810398
397.144022038383
398.188956430304
398.588313202026
400.1125479003
401.766765338778
402.501124316751
402.696396651416
402.165456634787
401.556532186842
401.816885859516
401.075635489388
400.628503370682
401.02932566576
400.62302784183
400.33152159013
400.254766273997
399.997926728795
399.182278498143
399.466176141584
399.806845183055
399.671145469844
399.759495176864
399.866670928902
400.186450831402
400.221722712767
400.350828980383
400.092316157436
400.025255603883
399.574860409421
400.37461261602
401.335270413355
400.65493157484
400.452246757397
400.67140867699
400.879304288626
401.020501022286
401.033979340655
401.052071050467
401.164701774366
401.196438596798
401.259256047805
401.350773394339
398.474352259457
396.450348049132
397.916181247562
398.639660570879
398.021781655242
397.801144505789
397.716313053422
396.436237514986
396.27922265633
395.154357089817
394.375446912146
393.548466732576
387.148627414506
384.804848207935
384.689228644164
386.000507246077
383.169091246424
384.535911046817
383.064681868437
382.289148569366
386.03086042152
382.283795709148
383.037000428151
381.501812230403
379.658384994109
376.303428872868
373.693807192155
381.698548598885
380.471267583221
378.830791455452
381.977871911108
377.820316326116
379.195009450098
376.096778184541
375.602608824453
378.571997280006
376.563874443839
374.721673939222
376.552046032978
375.72581207218
378.928177712874
378.962802429979
379.591099281192
379.916344538841
378.974238988902
380.002206150656
382.411902588832
383.727212238164
383.962471570044
384.561689832193
384.290598738266
385.556064287228
387.49323956812
389.996147615428
391.723440043319
392.007959425367
392.199323383158
392.214220728207
392.337902421853
392.249744120524
393.692470126932
394.085096378317
393.348794393455
393.59084973973
393.748980562317
393.983955278152
394.162609141459
394.147668143095
394.410398475965
394.436565981663
394.616677319496
394.592478296538
395.039931409995
395.040436325078
394.964383192637
395.216525936451
395.155526463729
395.501629601599
396.099376797571
396.562082962592
396.873369821829
396.843914363508
396.56680292089
397.486134183379
397.813737059311
397.54511492693
398.431897140468
398.92660226323
398.540923987502
398.015861120867
398.420290937277
398.208117752062
398.100821297702
397.206692942414
