Time,Temperature,Humidity,CO2,Soil Moisture
869.973377876536,20.2980924940936,80.0408024217142,390.880691536148,84.8334834008521
3152.81321162597,19.9062799313301,85.1158930185921,395.697574239262,86.4280924779269
5286.83641146688,19.6541295236944,88.8592433025254,394.932213194529,85.9959044990159
7489.52625220441,19.4678369311396,90.2432828596283,394.993012599188,86.0802727859941
9652.88490083105,19.3588341405475,90.0360870221743,394.553403935266,85.9229813951877
11832.3887689469,19.4153346550251,90.6746493577355,394.97537445792,86.0154454715282
14005.2791160887,19.4962925483334,91.1782986258371,394.679110183414,85.8910505636878
16180.8322630643,19.5779179467714,90.4725126439315,394.329233383346,85.902798642783
18355.3913900026,19.6493106879167,89.1760197927012,395.055683347545,85.8811657751204
20530.2858104748,19.6776198629848,87.0767560009144,394.543509600764,85.8951061074224
22705.0871574402,19.8057824769015,87.0095804528256,394.133514658742,85.8733222494707
24879.9013895554,19.8441801788132,86.173200614777,394.794396700957,85.7712597010506
27054.7238874679,19.6554407940134,85.4127510042576,394.914435539528,85.7754306432049
29229.5360568144,19.4627118078907,85.2575500535132,394.673449344783,85.897577142301
31404.3558905589,19.2641533471245,87.6452194923873,395.092399057613,86.1214587090142
33579.1709409215,19.0707277862268,86.9117127420052,396.317988610778,86.1527997454917
35753.9887091881,18.9475571008023,86.2757247849128,396.449549675975,86.1302075207916
37928.8050300602,18.8069237648382,88.4763396641922,397.243188904771,86.273464901914
40103.6220868457,18.4849795561788,88.826255123179,398.222055870975,86.3438405852116
42278.4387726622,18.1576236961723,88.8365267498487,398.669197541666,86.4027684778825
44453.2556458983,17.8503889171951,90.0461148215944,400.256983944305,86.454937126343
46628.0724284429,17.5881453222469,91.1404515825476,401.860341295852,86.4402504289915
48802.8892633263,17.3923010818147,91.9561947563469,402.54108497087,86.4626611422282
50977.7060490946,17.298256606649,93.1906708732133,402.668296554732,86.4367312446532
53152.5228765974,17.382852978727,93.9447192371177,402.117149022924,86.3906380011498
55327.3396907003,17.4784776242786,93.9615871481669,401.538484715262,86.4168804919339
57502.1565082626,17.4743565086369,93.2014811434151,401.82275087996,86.275055605148
59676.9733098347,17.4728816528963,93.757163479736,400.986917296367,86.1709045072672
61851.7901244755,17.5114044100469,93.9013288925121,400.655034946553,86.0484867536015
64026.606920769,17.3947496670171,94.6312269584434,401.032792056755,86.0555079838291
66201.4237387281,17.5419326341485,94.9688736644927,400.578564593527,86.0158553834705
68376.2405423297,17.5970942343783,94.8747666535528,400.322249240928,86.0397489727948
70551.0573451149,17.695367030324,94.9179075893129,400.253839811301,86.0124203407749
72725.8741730051,17.7909843873926,94.8926534290915,399.939281719077,86.0026404473223
74900.6909919714,17.8027299684411,94.9053037693963,399.150252064508,86.0082955036479
77075.5077920742,17.8109989953851,94.8986560160984,399.523186192735,85.9847653152492
